Title,Content,Date Published,Date Updated,Link
Green Run Update: Post-Test Press Briefing at 7 p.m. ET.,"Teams from NASA’s Space Launch System (SLS) Program conducted a successful full-duration hot fire test for more than 8 minutes. See press release HERE.
To learn more, tune in to NASA TV for a post-test briefing at 7 p.m. EDT at NASA Live.
Learn more about Green Run, and check back at this blog for updates on the SLS core stage hot fire test. Watch a replay of the test on NASA Television or NASA’s YouTube channel. For all the photos and videos related to the test, visit, the Green Run Album on NASA Images.org.
Video of today’s test can be downloaded there as well.","March 18, 2021 6:32 pm","March 18, 2021 6:34 pm",https://blogs.nasa.gov/artemis/2021/03/18/green-run-update-post-test-press-briefing-at-7-p-m-et/
Green Run Update: Full Duration Hot Fire Successfully Completed on Mar. 18,"Teams from NASA’s Space Launch System (SLS) Program conducted a successful full-duration 8 minute (499.6 seconds) hot fire of the Artemis I core stage on Thursday, Mar. 18 at NASA’s Stennis Space Center near Bay St. Louis, Mississippi on the historic B-2 Test Stand.
The hot fire got underway at around 4:40 p.m. EDT with all four RS-25 engines ignited successfully and produced 1.6 million pounds of thrust, as they will to launch the Artemis I mission to the Moon. During the test the engines consumed more than 700,000 gallons of liquid oxygen and liquid hydrogen propellant. The test was conducted with the core stage that will launch that first Artemis mission. Engineers collect data on how the stage behaved during critical operations, such as throttling the engines up and down and moving the engines dynamically in a variety of patterns. In coming days, engineers will scrutinize the data and determine if the stage is ready to be delivered to NASA’s Kennedy Space Center in Florida where it will be integrated with the twin solid rocket boosters already stacked in the Vehicle Assembly Building.
The core stage Green Run was a series of eight tests to checkout and validate operations with the largest rocket stage NASA has ever built. The flight hardware for the Artemis I mission was used for the test.
To learn more, tune in to NASA TV for a post-test briefing in about 2 hours.
Learn more about Green Run, and check back at this blog for updates on the SLS core stage hot fire test. Watch a replay of the test on NASA Television or NASA’s YouTube channel. For all the photos and videos related to the test, visit, the Green Run Album on NASA Images.org.","Posted on March 18, 2021 4:53 pm","March 18, 2021 6:34 pm",https://blogs.nasa.gov/artemis/2021/03/18/green-run-update-full-duration-hot-fire-successfully-completed-on-mar-18/
Green Run Update: Engines Igniting as Hot Fire Gets Underway,"The hot fire is underway for the Space Launch System (SLS) rocket core stage at NASA’s Stennis Space Center near Bay St. Louis, Mississippi.
Engine ignition began at approximately six tenths of a second before T-0, beginning with Engine 1, then Engines 3, 4, and 2 ignited in sequence a few hundredths of a second apart. The test is expected to last about 8 minutes and will include three different power levels for the engines, as well as  engine gimballing, or pivoting, movements to simulate flight steering commands. Depending on the rate propellant is burned, the time is estimated to range from 485 to 493 seconds to simulate launch.
All four of the Artemis I core stage RS-25 missions served on numerous space shuttle missions. Now they will launch the Artemis I mission to the Moon. Aerojet Rocketdyne is the prime contractor for the engines.
Learn more about Green Run, and check back at this blog for updates on the SLS core stage hot fire test.","Posted on March 18, 2021 4:37 pm","March 18, 2021 6:34 pm",https://blogs.nasa.gov/artemis/2021/03/18/green-run-update-engines-igniting-as-hot-fire-gets-underway-2/
Green Run Update: Terminal Countdown Sequence Started,"The test conductor polled the team and has approved the decision to proceed with the terminal countdown that includes the final 10 minutes before the hot fire. During the terminal countdown, the team is executing the autonomous launch sequence that simulates the countdown for the Artemis I launch. The test transitions from ground control to on-board software control of the core stage and so the test is fully automated starting at T-30 seconds.
Key milestones during the final count include starting the core stage auxiliary power units (CAPUs) for each engine to provide power for the thrust vector control systems that gimbal, or move, the engines during the test, purging the engines with nitrogen gas to ensure they are completely clean before flowing propellant, moving the engines into position for engine start, and switching the core stage from external test stand power to internal battery power. The engines begin to power up 6 seconds before T-0.

Below are the key milestones in the terminal countdown:

T-4 minutes: Core Stage Auxiliary Power Unit CAPU Start
T-3 minutes: Engine Purge Sequence Start
T-2 minutes, 30 seconds: Pre-Ignition Gimbal Sequence Started
T-1 minute, 30 seconds: Core Stage to Internal Power
T-33 seconds: Automated Launch Sequence (ALS) Start
T-6 seconds: Engine Start Commands

The B-2 test stand flame deflector cooling water also will begin flowing to protect the deflector from superheated engine exhaust about a minute and a half before firing up the engines, and test stand acoustic suppression water flow will begin about 65 seconds before hot fire.
Hear the test conductor in the final minutes before the countdown during live coverage underway on NASA Television and the agency’s website.
Learn more about Green Run, and check back at this blog for updates on the SLS core stage hot fire test.","March 18, 2021 4:28 pm","March 18, 2021 4:29 pm",https://blogs.nasa.gov/artemis/2021/03/18/green-run-update-terminal-countdown-sequence-started-2/
Green Run Update: NASA TV Coverage Underway for Hot Fire Test,"Countdown is continuing for the hot fire test of the core stage for NASA’s Space Launch System (SLS) rocket. The test is expected to start soon and last about 8 minutes to simulate launch and ascent of the SLS to orbit.
NASA Television coverage has begun. Watch live: http://www.nasa.gov/live
Teams powered up the core stage’s avionics systems Tuesday, Mar. 16, and began the countdown for the hot fire test earlier today. The team is continuing to closely monitor core stage and facility performance before proceeding into the final phase of the test: the terminal countdown leading to the hot fire.
During this test, the team has repeated many of the major milestones marked during the wet dress rehearsal and the first hot fire test, including chilling the main propulsion system and completely filling both propellant tanks. Coming up at 10 minutes before the test, the test conductor will poll the team who will give the final “go/no go” to proceed with the hot fire test.

Learn more about Green Run, and check back at this blog for updates on the SLS core stage hot fire test.","Posted on March 18, 2021 3:50 pm","March 18, 2021 4:29 pm",https://blogs.nasa.gov/artemis/2021/03/18/green-run-update-nasa-tv-coverage-underway-for-hot-fire-test/
NASA Television Will Begin at 3:45 P.M. EDT,NASA Television coverage of the Space Launch System “Green Run” hot-fire engine test will begin at 3:45 p.m. EDT.,"March 18, 2021 3:38 pm","March 18, 2021 3:39 pm",https://blogs.nasa.gov/artemis/2021/03/18/nasa-television-will-begin-at-345-edt/
Green Run Update: Tanking Complete for Rocket Hot Fire Test,"Engineers have completed tanking for the hot fire test of NASA’s Space Launch System (SLS) rocket core stage at the agency’s Stennis Space Center, and the countdown is proceeding normally.
The liquid hydrogen tank holds 537,000 gallons of liquid hydrogen, cooled to minus 423 degrees Fahrenheit. The liquid oxygen tank holds 196,000 gallons of liquid oxygen, cooled to minus 297 degrees Fahrenheit. After tanking is complete, the team will continue chilling down the liquid oxygen propellant to condition it before the hot fire. While they are conditioning the liquid oxygen, they replenish the liquid hydrogen as it boils off due to temperature fluctuations as the propellant is loaded. The tanks can be loaded up to 22 times for testing and launches.
This image shows the core stage liquid hydrogen tank at NASA’s Michoud Assembly Facility in New Orleans where it and the rest of the core stage where built and assembled. The flight core stage for the Artemis I mission is being tested today. Boeing, the prime contractor for the core stage, has already manufactured liquid hydrogen tanks for the Artemis II and Artemis III lunar missions.
This part of the test timeline is also important as it pertains to simulating launch. During a launch, many activities will be happening on the pad at this time, such as loading the crew. The hot fire test provides an opportunity to demonstrate that the core stage can remain in a stable configuration and be replenished as needed before engine firing to launch the rocket.
Learn more about Green Run, and check back at this blog for updates on the SLS core stage hot fire test.","Posted on March 18, 2021 2:20 pm","March 18, 2021 3:39 pm",https://blogs.nasa.gov/artemis/2021/03/18/green-run-update-tanking-complete-for-rocket-hot-fire-test/
Green Run Update: Test Teams Gives “Go” to Proceed with Tanking ,"The test team conducted a pre-test briefing in the Test Control Center at the B test complex at NASA’s Stennis Space Center near Bay St. Louis, Mississippi, and gave a “go” to proceed with testing and to fill the propellant tanks. 
Over the next several hours, the teams will monitor the systems and load more than 700,000 gallons of cryogenic, or supercooled, liquid oxygen and liquid hydrogen that will be fed to the four RS-25 engines during the hot fire test later today. 
The hot fire will last up to 8 minutes and is scheduled to take place during a two-hour window that begins at 3 p.m. EDT. Live coverage will begin 30 minutes before the test on NASA Television and the agency’s website. 
This infographic provides information on the core stage including its two large propellant tanks.
Learn more about Green Run, and check back at this blog for updates on the SLS core stage hot fire test.","March 18, 2021 7:20 am","March 18, 2021 7:21 am",https://blogs.nasa.gov/artemis/2021/03/18/green-run-update-test-teams-gives-go-to-proceed-with-tanking/
Green Run Update: Hot Fire Exposes Core Stage to Spaceflight Stresses,"During NASA’s Green Run hot fire test, the team will be especially interested in several key operations when testing the Space Launch System (SLS) rocket core stage under conditions it may experience during a variety of deep space missions.
Green Run, an end-to-end system test of the core stage with Artemis I flight hardware, will help validate the core stage design. One of the main questions Green Run will answer is: How does the integrated core stage perform during a series of dynamic operations it may experience during launch and ascent to deep space? The test is not only for environments and operations that the rocket’s core stage will encounter on Artemis I, but also for those it will undergo during future missions.

This video explains more about the operations occurring during the Green Run hot fire. 
Hot fire day begins with filling the liquid oxygen and liquid hydrogen tanks with more than 700,000 gallons of propellant. After the supercold propellant is loaded and the core stage systems are conditioned to cryogenic temperatures as low as minus 423 degtrees Fahrenheit, the test conductor will poll the team. When everything is ready, they will proceed with the terminal countdown that includes the final 10 minutes before the hot fire. During the terminal countdown, the team will initiate the autonomous launch sequence that simulates the countdown for the Artemis I launch. Then, the test transitions from ground control to on-board software control of the core stage so that the test is fully automated starting at T-30 seconds.
The core stage RS-25 engine ignition starts at approximately six seconds before T-0, beginning with Engine 1, followed by Engines 3, 4, and 2, each ignited in sequence a few hundredths of a second apart. Recording data on how the stage performs at T-0 and as the engines ramp up to 109 percent power is one critical test operation. Another is when the engines are throttled down to 95 percent, just as they are throttled down in flight at Max-Q, or maximum dynamic pressure when aerodynamic forces put the greatest stress on the rocket.
The team will also test the margins of the core stage thrust vector control system that gimbals, or moves, each engine in a specific pattern. Each engine has its own thrust vector control system that is essential for moving the engine to control the rocket’s flight. Depending on the trajectory flown, the thrust vector control system can gimbal the engines to direct thrust and thus the rocket’s path. The first gimbaling occurs a little over a minute into the test.
An important part of the hot fire occurs when this system begins rapidly moving the engines in specific patterns that are more extreme than those planned for Artemis missions. This occurs around 2 minutes and 10 seconds into the test. This test is called the frequency response test because it measures the stage’s frequency as the thrust vector control system gimbals the engine. The test ensures the thrust vector control system’s response is demonstrated under a variety of flight-like conditions. This is a very dynamic portion of the core stage hot fire test and understanding the thrust vector control system and the core stage’s response across a range of frequencies is important to understand the stage’s performance during flight.
To ensure SLS can safely send humans to space, NASA will use data from the Green Run test campaign, along with modeling and analysis, to show the core stage design can fly not only on Artemis I, but also for many deep space missions.
For updates on Green Run progress, check back at this blog. NASA TV coverage will begin about 30 minutes before the test. For more information about SLS Green Run, visit https://www.nasa.gov/artemisprogram/greenrun","Posted on March 17, 2021 3:09 pm","March 18, 2021 7:21 am",https://blogs.nasa.gov/artemis/2021/03/17/green-run-update-hot-fire-exposes-core-stage-to-spaceflight-stresses/
Green Run Update: Power Up Started for Hot Fire Test,"Engineers have initiated power up of the flight computes and avionics for the Artemis I core stage. This begins the countdown for the hot fire test with the core stage of NASA’s Space Launch System (SLS) rocket scheduled for Thursday, March 18.
Before the test, the management team in the Test Control Center at the B test complex will provide approval to proceed into the test. One of the first actions on hot fire day will be to load the stage’s huge tanks with more than 700,000 gallons of propellant. Six barges filled with liquid hydrogen and oxygen will supply the propellant to the B-2 test stand at NASA’s Stennis Space Center near Bay St. Louis, Mississippi, where the Green Run tests are taking place. The engines use cryogenic, or supercooled, liquid hydrogen as fuel and liquid oxygen as oxidizer to create combustion.
To fill each of the six barges, three for liquid oxygen and three for liquid hydrogen, it required 18 to 20 tanker trucks worth of propellant. The barges are towed by tug from a fuel depot at Stennis to the B-2 stand.

In this video, SLS Stages Manager Julie Bassler, describes avionics and flight software testing conducted in the Systems Integration Laboratory at NASA’s Marshall Space Flight Center in Huntsville, Alabama, to support Green Run. The computers and avionics are the “brains” of the rocket, and they control the core stage systems during the test, just like they will be required to control the rocket during the Artemis I flight.
Learn more about Green Run, and check back at this blog for updates on the SLS core stage hot fire test.","March 16, 2021 3:19 pm","March 16, 2021 3:40 pm",https://blogs.nasa.gov/artemis/2021/03/16/green-run-update-power-up-started-for-hot-fire-test/
Green Run Update: NASA Targets March 18 for SLS Hot Fire Test,"NASA is targeting Thursday, March 18 for the second hot fire of the Space Launch System (SLS) rocket’s core stage at NASA’s Stennis Space Center near Bay St. Louis, Mississippi.
After performing tests to demonstrate that a recently repaired liquid oxygen pre-valve was working, the team has continued to prepare the core stage, its four RS-25 engines, and the B-2 test stand for the second hot fire at Stennis. Later this week, the team will power up the core stage again and do a final check of all its systems. Then, on March 16, two days before the test, they will power up the stage, starting the clock for the second hot fire.
This infographic explains the objectives of the Space Launch System rocket’s core stage Green Run test series.
This hot fire is the last test before the Artemis I core stage is shipped to the agency’s Kennedy Space Center for assembly and integration with the rest of the rocket’s major elements and the Orion spacecraft. Exploration Ground Systems teams at Kennedy have stacked all parts of the solid rocket boosters for Artemis I in the Vehicle Assembly Building and are finishing up booster assembly. After the core stage arrives, it will be lifted and placed between the two boosters and attached at the core stage engine and intertank sections. Other parts of the rocket and the Orion spacecraft are also at Kennedy and are being prepared for final assembly and integration.
NASA’s SLS rocket is the most powerful rocket in the world, built to send both astronauts aboard Orion and supplies on missions to the Moon and beyond. The Green Run is a comprehensive test of the SLS core stage, a complex new rocket stage that not only includes four RS-25 engines and enormous propellant tanks that hold more than 700,000 gallons of super cold propellant, but also flight computers and avionics that control the first eight minutes of flight. The Green Run test series will help validate that the SLS core stage is ready for its first flight on Artemis I and subsequent missions.
Check back at this blog for an update on core stage power up for the second Green Run hot fire. For more information about SLS Green Run, visit https://www.nasa.gov/artemisprogram/greenrun","March 10, 2021 1:37 pm","March 10, 2021 1:38 pm",https://blogs.nasa.gov/artemis/2021/03/10/green-run-update-nasa-targets-march-18-for-sls-hot-fire-test/
Mammoth Artemis I Rocket Boosters Stacked on Mobile Launcher,"The Space Launch System twin solid rocket boosters are fully assembled and stacked on the mobile launcher inside the Vehicle Assembly Building at NASA’s Kennedy Space Center in Florida on March 3, 2021. Photo credit: NASA/Isaac Watson
Leerlo en español aquí.
Stacking is complete for the twin Space Launch System (SLS) solid rocket boosters for NASA’s Artemis I mission. Over several weeks, workers used one of five massive cranes to place 10 booster segments and nose assemblies on the mobile launcher inside the Vehicle Assembly Building (VAB) at NASA’s Kennedy Space Center in Florida. Engineers with Exploration Ground Systems placed the first segment on Nov. 21, 2020, and continued the process until the final nose assembly was placed on March 2.
Prior to the arrival of the core stage, the team will finish installing electrical instrumentation and pyrotechnics, then test the systems on the boosters. When the SLS core stage arrives at Kennedy, technicians will transport it to the VAB and then stack it on the mobile launcher between the two boosters.
The SLS will be the most powerful rocket in the world, producing up to 8.8 million pounds of thrust during its Artemis I launch.
“Seeing the Space Launch System solid rocket boosters stacked completely on the Mobile Launcher for the first time makes me proud of the entire team especially  the Exploration Ground Systems crew at Kennedy who are assembling them and also the teams at Marshall and Northrop Grumman who designed, tested and built them,” said Bruce Tiller, the SLS boosters manager at NASA’s Marshall Space Flight Center. “This team has created the tallest, most powerful boosters ever built for flight, boosters that will help launch the Artemis I mission to the Moon.”
Artemis I will be an uncrewed test of the Orion spacecraft and SLS rocket as an integrated system ahead of crewed flights to the Moon. Under the Artemis program, NASA aims to land the first woman and the next man on the Moon  and establish sustainable lunar exploration.","March 9, 2021 9:00 am","March 9, 2021 10:18 am",https://blogs.nasa.gov/artemis/2021/03/09/mammoth-artemis-i-rocket-boosters-stacked-on-mobile-launcher/
Green Run Update: Engineers Repair Valve for Mid-March Hot Fire Test,"Engineers have successfully repaired a liquid oxygen valve on the Space Launch System rocket’s core stage with subsequent checks confirming the valve to be operating properly. The team plans to power up the core stage for remaining functional checks later this week before moving forward with final preparations for a hot fire test in mid-March at NASA’s Stennis Space Center near Bay St. Louis, Mississippi. NASA anticipates setting a target date for the hot fire next week.
Last week during checkouts for the second hot fire test, data indicated the valve (a type of valve called a pre-valve) was not working properly. The valve is part of the core stage’s main propulsion system and is opened at the beginning of the test and closed if necessary to stop the flow of liquid oxygen from the core stage propellant tank to the respective RS-25 engine during the hot fire.
While the valve was repaired over the weekend, the team continued to prepare the core stage, its four RS-25 engines, and the B-2 test stand for the second hot fire at Stennis. This hot fire test will be the last test before the Artemis I core stage is shipped to the agency’s Kennedy Space Center for assembly and integration with the rest of the rocket’s major elements and the Orion spacecraft.
Please check back at this blog for an update on the date NASA is targeting for the second Green Run hot fire. For more information about SLS Green Run, visit https://www.nasa.gov/artemisprogram/greenrun","March 3, 2021 3:56 pm","March 3, 2021 4:00 pm",https://blogs.nasa.gov/artemis/2021/03/03/green-run-update-engineers-repair-valve-for-mid-march-hot-fire-test/
Artemis I Boosters Reach New Heights,"In High Bay 3 of the Vehicle Assembly Building at NASA’s Kennedy Space Center in Florida, the left-hand and right-hand forward segments are secured on top of the center forward segments on the mobile launcher (ML) for the Space Launch System (SLS) on Feb. 24, 2021. Photo credit: NASA/Glenn Benson
NASA’s Space Launch System (SLS) solid rocket boosters have grown taller with the addition of the fifth and final pair of motor segments in preparation for the launch of Artemis I later this year. At NASA’s Kennedy Space Center in Florida, engineers with Exploration Ground Systems lowered the final solid rocket booster into place on the mobile launcher on Feb. 23. Up next, the nose assemblies will be placed atop the segments to complete the boosters. The twin boosters will power the first flight of the agency’s new deep space rocket during the launch of Artemis I. This mission is an uncrewed flight to test the SLS rocket and Orion spacecraft as an integrated system, preparing the way for Artemis II and other crewed flights to the Moon.","Posted on March 2, 2021 8:21 am","March 3, 2021 4:00 pm",https://blogs.nasa.gov/artemis/2021/03/02/artemis-i-boosters-reach-new-heights/
SLS Rocket Stage and Orion Share Space at Kennedy ahead of Artemis I,"The Space Launch System (SLS) rocket’s interim cryogenic propulsion stage (ICPS) moved into the Multi-Payload Processing Facility February 18, 2021, at NASA’s Kennedy Space Center in Florida for the Artemis I mission. Photo credit: NASA/Glenn Benson
The Space Launch System (SLS) rocket’s interim cryogenic propulsion stage (ICPS) moved into the Multi-Payload Processing Facility February 18, 2021, at NASA’s Kennedy Space Center in Florida alongside one of its flight partners for the Artemis I mission, the Orion spacecraft. Both pieces of hardware will undergo fueling and servicing in the facility ahead of launch by teams from NASA’s Exploration Ground Systems and their primary contractor, Jacobs Technology. The rocket stage and Orion will remain close during their journey to space.
The interim cryogenic propulsion stage is in view inside the Multi-Payload Processing Facility on Feb. 18, 2021, at Kennedy Space Center. Photo credit: NASA/Glenn Benson
Built by United Launch Alliance and Boeing, the ICPS will be positioned above the core stage and will provide the power needed to give Orion the big push it needs to break out of Earth orbit on a precise trajectory toward the Moon during Artemis I.
This is the first time since the shuttle program that two pieces of flight hardware have been processed inside this facility at the same time. Once final checkouts are complete, the ICPS and Orion will part ways on the ground and be reunited in the Vehicle Assembly Building for integration onto the SLS rocket.
Artemis I will be an integrated flight test of the SLS rocket and Orion spacecraft ahead of the crewed flights to the Moon. Under the Artemis program, NASA will land the first woman and the next man on the lunar surface and establish a sustainable presence at the Moon to prepare for human missions to Mars.
View additional photos here.","February 26, 2021 2:07 pm","February 26, 2021 3:30 pm",https://blogs.nasa.gov/artemis/2021/02/26/sls-rocket-stage-and-orion-share-space-at-kennedy-ahead-of-artemis-i/
"Green Run Update: NASA Inspecting Valve, Continuing Hot Fire Preparations","NASA and Space Launch System (SLS) core stage prime contractor Boeing are thoroughly examining a liquid oxygen valve inside the stage’s engine section in order to identify repairs needed before a second hot fire with the Artemis I stage.
During preparations for the second hot fire, data indicated the valve was not opening correctly. Technicians installed platforms that allow engineers to access the valve inside the core stage engine section while the stage remains in the B-2 stand at NASA’s Stennis Space Center near Bay St. Louis, Mississippi. After completion of troubleshooting, which will continue over the weekend, NASA will be in a better position to identify a potential date for the second hot fire test.
In preparation for a second hot fire test, engineers are examining issues with a liquid oxygen valve inside the Space Launch System rocket’s core stage installed in the B-2 test stand at NASA’s Stennis Space Center near Bay St. Louis, Mississippi.
This valve, called a pre-valve, must be fully operational during hot fire testing. The valve is part of the core stage main propulsion system, and it helps deliver liquid oxygen propellant flowing from the liquid oxygen tank to an RS-25 engine. For the first hot fire on Jan. 16, all four liquid oxygen pre-valves performed as expected as did all four liquid hydrogen pre-valves.
The Green Run is a comprehensive series of tests for the SLS core stage before it launches the Artemis missions to the Moon, and the hot fire is the final and most intensive test. The Green Run tests have provided invaluable information on how the new rocket stage operates before it is used to launch the Artemis I mission.
Check back at this blog for an update on actions needed to resolve the issue, as well as the schedule for the hot fire test. For more information about SLS Green Run, visit https://www.nasa.gov/artemisprogram/greenrun","February 26, 2021 10:10 am","February 26, 2021 10:10 am",https://blogs.nasa.gov/artemis/2021/02/26/green-run-update-nasa-inspecting-valve-continuing-hot-fire-preparations/
NASA “Meatball” Insignia and ESA Logo Added to Artemis I Fairings,"Artemis I extends NASA and ESA’s (European Space Agency) strong international partnership beyond low-Earth orbit to lunar exploration with Orion on Artemis missions, as the ESA logo joins the historic NASA “meatball” insignia on the Artemis I spacecraft adapter jettison fairing panels that protect the service module during launch. Photo credit: NASA/Glenn Benson
NASA’s Artemis I Orion spacecraft is being outfitted with additional artwork as technicians began installing the logo for ESA (European Space Agency). ESA provided the European-built service module, which provides power and propulsion for the Orion spacecraft, and will also provide water and air for astronauts on future missions.
The ESA (European Space Agency) logo joins the historic NASA “meatball” insignia on the Artemis I spacecraft adapter jettison fairing panels that protect the service module during launch. Orion is currently stationed at NASA’s Kennedy Space Center in the Multi-Payload Processing Facility. Photo credit: NASA/Glenn Benson
Artemis I extends NASA and ESA’s strong international partnership beyond low-Earth orbit to lunar exploration with Orion on Artemis missions. The ESA logo joins the historic NASA “meatball” insignia on the Artemis I spacecraft adapter jettison fairing panels that protect the service module during launch.
Orion is currently stationed at NASA’s Kennedy Space Center in the Multi-Payload Processing Facility, where it will undergo fueling and servicing by NASA’s Exploration Ground Systems and Jacobs Technology teams in preparation for the upcoming flight test with the Space Launch System rocket under the agency’s Artemis program.","February 23, 2021 1:36 pm","February 23, 2021 1:54 pm",https://blogs.nasa.gov/artemis/2021/02/23/nasa-meatball-insignia-and-esa-logo-added-to-artemis-i-fairings/
Green Run Update: NASA Investigating Valve Performance Before Second Hot Fire,"NASA’s is reviewing the performance of a valve on the core stage of the Space Launch System rocket before proceeding with a second hot fire test at the agency’s Stennis Space Center near Bay St. Louis, Mississippi.
During checkout preparations over the weekend, engineers determined that one of eight valves (a type of valve called a prevalve) was not working properly. This valve is part of the core stage main propulsion system that supplies liquid oxygen to an RS-25 engine. During the first hot fire, all four liquid oxygen valves performed as expected as did the four liquid hydrogen valves. NASA and the core stage lead contractor Boeing will identify a path forward in the days ahead and reschedule the hot fire test that was originally scheduled for Feb. 25.
The Artemis I core stage is in the B-2 Test Stand for Green Run testing at NASA’s Stennis Space Center near Bay St. Louis, Mississippi. (NASA image)
NASA is testing the new core stage on the ground to check out the operation of all systems before flight, as the agency has done with every new rocket stage ever flown. The core stage is the center core of the rocket that includes two propellant tanks and four RS-25 engines, miles of cables, all the avionics, electronics, computers – the brains of the rocket – and the plumbing that work together to launch the rocket during the first eight minutes of the mission. The Green Run test series is a comprehensive test of the core stage before it launches the Artemis missions to the Moon.
Check back at this blog for an update on the completion of the review and actions needed to resolve the issue, as well as the schedule for the hot fire test. For more information about SLS Green Run, visit https://www.nasa.gov/artemisprogram/greenrun","February 22, 2021 3:59 pm","February 22, 2021 4:03 pm",https://blogs.nasa.gov/artemis/2021/02/22/green-run-update-nasa-investigating-valve-performance-before-second-hot-fire/
Green Run Update: SLS Team Finalizing Preparations for Second Hot Fire Test,"The core stage Green Run test team completed a test readiness review today and is preparing for a second hot fire test with the core stage of NASA’s Space Launch System (SLS) rocket on Feb. 25.
At the review, NASA, Boeing, the core stage lead contractor, and Aerojet Rocketdyne, the RS-25 engine prime contractor, gave the “go” for proceeding with the test at NASA’s Stennis Space Center near Bay St. Louis, Mississippi. In the coming days, the team will conduct systems checkouts and final inspections to ensure the core stage, its four RS-25 engines and the Green Run software and stage controller are ready for the hot fire. Engineers plan to power up the core stage on Tuesday, Feb. 23 ahead of the hot fire. The first SLS core stage hot fire test on Jan. 16, the first time all four engines were ignited, provided the team with significant data that informed process and procedures for the upcoming test.
Green Run is a series of eight tests, and the hot fire is the last and most intensive test. It is an integrated test of the entire core stage with its four RS-25 engines firing at the same time. As the core stage team has completed the checkouts and tests, they have learned and finetuned the operations for this complex new rocket stage. The knowledge gained through testing will help the team as they prepare the core stage for Space Launch System (SLS) launch of the Artemis I mission to the Moon.
The core stage is flight hardware that will be used for the Artemis I mission. For updates, please check this blog or the Green Run web site: https://www.nasa.gov/artemisprogram/greenrun","February 18, 2021 6:40 pm","February 19, 2021 10:22 am",https://blogs.nasa.gov/artemis/2021/02/18/green-run-update-sls-team-finalizing-preparations-for-second-hot-fire-test/
Green Run Update: SLS Team Prepares Core Stage for Second Hot Fire Test,"The core stage Green Run test team has completed refurbishment activities and is preparing the Space Launch System (SLS) rocket’s core stage and its four RS-25 engines for a second hot fire test.
After the first SLS core stage hot fire test on Jan. 16 at NASA’s Stennis Space Center near Bay St. Louis, Mississippi, the team put the stand and core stage in a configuration so that the stage and stand could be refurbished. This involved installing platforms on the test stand so that technicians could inspect, access, and perform procedures on the hardware.
The team has now completed this refurbishment work and conducted a review referred to as “the break of configuration review” to transition the core stage hardware to the test configuration for the second hot fire test. During refurbishment, the team thoroughly inspected the stage, dried the four RS-25 engines, and made minor repairs to the engines and thermal protection system.
The team is also modifying and testing the Green Run software for the flight computers based on data from the first hot fire. The team adjusted parameters used by the software logic, which operating on the flight computers automatically monitors a variety of parameters and controls the test during the terminal countdown and after engine ignition. The updated Green Run software was tested in the systems integration test facility at NASA’s Marshall Space Flight Center in Huntsville, Alabama, which has avionics and flight computers identical to the ones in the core stage.
Now, the team is preparing the core stage, the B-2 Test Stand, and the Stennis Test Control Centers for the upcoming hot fire test targeted for the week of Feb. 21. A target date for the test will be announced next week. The core stage is flight hardware that will be used for the Artemis I mission.

This video, the Brains of NASA’s SLS Rocket explains how the SLS avionics system and flight software will work to control the rocket on the Artemis missions. The Green Run test is providing valuable data on how the Green Run test software, which is like the flight software, works with the core stage flight computers to control the rocket.
For updates, please check this blog or the Green Run web site: https://www.nasa.gov/artemisprogram/greenrun","February 12, 2021 2:04 pm","February 12, 2021 2:05 pm",https://blogs.nasa.gov/artemis/2021/02/12/green-run-update-sls-team-prepares-core-stage-for-second-hot-fire-test/
Artemis I Boosters Take Shape,"The twin solid rocket boosters for NASA’s Space Launch System (SLS) are being stacked on the mobile launcher inside the Vehicle Assembly Building at the agency’s Kennedy Space Center in Florida. The boosters will power SLS on the Artemis I mission. Photo credit: NASA/Kim Shiflett
Booster stacking continues! The second to last set of segments for NASA’s Space Launch System (SLS) solid rocket boosters were placed on the mobile launcher inside the Vehicle Assembly Building at NASA’s Kennedy Space Center. Engineers with Exploration Ground Systems and Jacobs transported the segments from the Rotation, Processing and Surge Facility, where they have been since June. Once fully stacked, each booster will stand nearly 17 stories tall. The twin boosters will power the first flight of the agency’s new deep space rocket during the Artemis I mission. This uncrewed flight later this year will test the SLS rocket and Orion spacecraft as an integrated system ahead of crewed flights.","Posted on February 8, 2021 10:32 am",,https://blogs.nasa.gov/artemis/2021/02/08/artemis-i-boosters-take-shape/
NASA’s Space Launch System Receives Another Major Boost,"The solid rocket boosters will power the first flight of NASA’s Space Launch System rocket on the Artemis I mission. Photo credit: NASA/Kim Shiflett
The third of five sets of solid rocket boosters for NASA’s Space Launch System (SLS) rocket were placed on the mobile launcher inside the Vehicle Assembly Building (VAB) at NASA’s Kennedy Space Center in Florida. The middle segments, painted with the iconic “worm” logo, were lifted onto the launcher by Jacobs and Exploration Ground Systems engineers using the VAB’s 325-ton crane.
The twin boosters will power the first flight of the agency’s new deep space rocket on its first Artemis Program mission. Artemis I will be an uncrewed flight to test the SLS rocket and Orion spacecraft as an integrated system ahead of crewed flights.","February 1, 2021 9:19 am","February 1, 2021 9:24 am",https://blogs.nasa.gov/artemis/2021/02/01/nasas-space-launch-system-receives-another-major-boost/
